FANTOM5_Sample_ID	Characteristics [description]	Sample types category	Experiments category	Chracteristics [Species]	Characteristics [Sex]	Characteristics [Age]	Unit[Age]	Characteristics [Developmental stage]	UBERON ID	UBERON label	CL ID	CL label	NCIT ID	NCIT label
10370-105G1	thalamus, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	89	year	adult	UBERON:0001897	dorsal plus ventral thalamus	NA	NA	NA	NA
10371-105G2	substantia nigra, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	89	year	adult	UBERON:0002038	substantia nigra	NA	NA	NA	NA
10372-105G3	putamen, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	89	year	adult	UBERON:0001874	putamen	NA	NA	NA	NA
10373-105G4	parietal cortex, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	89	year	adult	UBERON:0016530	parietal cortex	NA	NA	NA	NA
10374-105G5	hippocampus, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	89	year	adult	UBERON:0002421	hippocampal formation	NA	NA	NA	NA
10375-105G6	locus coeruleus, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	NA	NA	adult	UBERON:0002148	locus ceruleus	NA	NA	NA	NA
10376-105G7	medial temporal gyrus, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	89	year	adult	UBERON:0002771	middle temporal gyrus	NA	NA	NA	NA
10377-105G8	pineal gland, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	89	year	adult	UBERON:0001905	pineal body	NA	NA	NA	NA
10378-105G9	pituitary gland, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	89	year	adult	UBERON:0000007	pituitary gland	NA	NA	NA	NA
10379-105H1	caudate nucleus, adult, donor10258	tissues	snapshot	Human (Homo sapiens)	female	89	year	adult	UBERON:0001873	caudate nucleus	NA	NA	NA	NA
10399-106A3	acute myeloid leukemia (FAB M5) cell line:THP-1 (fresh)	cell lines	snapshot	Human (Homo sapiens)	male	1	year	infant	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C9163	Childhood acute monocytic leukemia
10400-106A4	acute myeloid leukemia (FAB M5) cell line:THP-1 (revived)	cell lines	snapshot	Human (Homo sapiens)	male	1	year	infant	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C9163	Childhood acute monocytic leukemia
10405-106A9	acute myeloid leukemia (FAB M5) cell line:THP-1 (thawed)	cell lines	snapshot	Human (Homo sapiens)	male	1	year	infant	UBERON:0000178	blood	CL:0000576	monocyte	NCIT:C9163	Childhood acute monocytic leukemia
10408-106B3	lung adenocarcinoma cell line:PC-14	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3512	Lung adenocarcinoma
10409-106B4	chronic myelogenous leukemia cell line:KU812	cell lines	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
10410-106B5	extraskeletal myxoid chondrosarcoma cell line:H-EMC-SS	cell lines	snapshot	Human (Homo sapiens)	female	77	year	adult	UBERON:0002418	cartilage tissue	CL:0000138	chondrocyte	NCIT:C2946	Chondrosarcoma
10411-106B6	renal cell carcinoma cell line:OS-RC-2	cell lines	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0002113	kidney	CL:0002518	kidney epithelial cell	NCIT:C9385	Renal cell carcinoma
10412-106B7	malignant trichilemmal cyst cell line:DJM-1	cell lines	snapshot	Human (Homo sapiens)	female	87	year	adult	UBERON:0002073	hair follicle	CL:0002190	squamous cell of epidermis	NCIT:C4819	Skin squamous cell carcinoma
10413-106B8	glioma cell line:GI-1	cell lines	snapshot	Human (Homo sapiens)	male	61	year	adult	UBERON:0000955	brain	CL:0000243	glial cell (sensu Vertebrata)	NCIT:C3796	Gliosarcoma
10414-106B9	maxillary sinus tumor cell line:HSQ-89	cell lines	snapshot	Human (Homo sapiens)	male	74	year	adult	UBERON:0001764	maxillary sinus	CL:0000076	squamous epithelial cell	NCIT:C6064	Maxillary sinus squamous cell carcinoma
10415-106C1	gall bladder carcinoma cell line:TGBC2TKB	cell lines	snapshot	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0002110	gall bladder	CL:1000415	epithelial cell of gall bladder	NCIT:C9167	Undifferentiated gallbladder carcinoma
10416-106C2	chronic lymphocytic leukemia (T-CLL) cell line:SKW-3	cell lines	snapshot	Human (Homo sapiens)	male	27	year	adult	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C9142	Adult T acute lymphoblastic leukemia
10417-106C3	papillotubular adenocarcinoma cell line:TGBC18TKB	cell lines	snapshot	Human (Homo sapiens)	female	79	year	adult	UBERON:0002114	duodenum	CL:1001589	duodenum glandular cell	NCIT:C6650	Ampulla of Vater adenocarcinoma
10418-106C4	transitional-cell carcinoma cell line:5637	cell lines	snapshot	Human (Homo sapiens)	male	68	year	adult	UBERON:0001255	urinary bladder	CL:1001428	bladder urothelial cell	NCIT:C4912	Bladder carcinoma
10419-106C5	breast carcinoma cell line:MDA-MB-453	cell lines	snapshot	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0001911	mammary gland	CL:0002327	mammary gland epithelial cell	NCIT:C5214	Breast adenocarcinoma
10420-106C6	colon carcinoma cell line:COLO-320	cell lines	snapshot	Human (Homo sapiens)	female	55	year	adult	UBERON:0000059	large intestine	CL:0002253	epithelial cell of large intestine	NCIT:C4349	Colon adenocarcinoma
10421-106C7	adult T-cell leukemia cell line:ATN-1	cell lines	snapshot	Human (Homo sapiens)	male	47	year	adult	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C9142	Adult T acute lymphoblastic leukemia
10422-106C8	Burkitt's lymphoma cell line:DAUDI	cell lines	snapshot	Human (Homo sapiens)	male	16	year	adult	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C27694	Epstein-Barr virus-related Burkitt lymphoma
10423-106C9	choriocarcinoma cell line:BeWo	cell lines	snapshot	Human (Homo sapiens)	male	NA	NA	fetus	UBERON:0001987	placenta	CL:0000351	trophoblast cell	NCIT:C4646	Gestational choriocarcinoma
10424-106D1	splenic lymphoma with villous lymphocytes cell line:SLVL	cell lines	snapshot	Human (Homo sapiens)	female	70	year	adult	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C35425	Splenic lymphoma with circulating villous lymphocytes
10425-106D2	astrocytoma cell line:TM-31	cell lines	snapshot	Human (Homo sapiens)	female	42	year	adult	UBERON:0000955	brain	CL:0000127	astrocyte	NCIT:C60781	Astrocytoma
10426-106D3	epidermoid carcinoma cell line:A431	cell lines	snapshot	Human (Homo sapiens)	female	85	year	adult	UBERON:0000997	mammalian vulva	CL:0000076	squamous epithelial cell	NCIT:C4052	Vulvar squamous cell carcinoma
10427-106D4	b cell line:RPMI1788	cell lines	snapshot	Human (Homo sapiens)	male	33	year	adult	UBERON:0000178	blood	CL:0000236	B cell	NA	NA
10428-106D5	anaplastic carcinoma cell line:8305C	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002046	thyroid gland	CL:0002257	epithelial cell of thyroid gland	NCIT:C3878	Thyroid gland undifferentiated (anaplastic) carcinoma
10429-106D6	acute lymphoblastic leukemia (T-ALL) cell line:HPB-ALL	cell lines	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C7953	Childhood T acute lymphoblastic leukemia
10430-106D7	non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK	cell lines	snapshot	Human (Homo sapiens)	female	11	year	child	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C9140	Childhood B acute lymphoblastic leukemia
10431-106D8	epidermoid carcinoma cell line:Ca Ski	cell lines	snapshot	Human (Homo sapiens)	female	40	year	adult	UBERON:0000002	uterine cervix	CL:1001575	uterine cervix squamous cell	NCIT:C27676	Human papillomavirus-related cervical squamous cell carcinoma
10432-106D9	bile duct carcinoma cell line:HuCCT1	cell lines	snapshot	Human (Homo sapiens)	NA	56	year	adult	UBERON:0002394	bile duct	CL:0000182	hepatocyte	NCIT:C35417	Intrahepatic cholangiocarcinoma
10433-106E1	giant cell carcinoma cell line:Lu99B	cell lines	snapshot	Human (Homo sapiens)	male	63	year	adult	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4452	Lung giant cell carcinoma
10434-106E2	oral squamous cell carcinoma cell line:Ca9-22	cell lines	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0002424	oral epithelium	CL:1001576	oral mucosa squamous cell	NCIT:C129857	Gingival squamous cell carcinoma
10435-106E3	Hodgkin's lymphoma cell line:HD-Mar2	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0000178	blood	CL:0000542	lymphocyte	NCIT:C9357	Hodgkin lymphoma
10436-106E4	signet ring carcinoma cell line:Kato III	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C5250	Signet ring cell gastric adenocarcinoma
10437-106E5	papillary adenocarcinoma cell line:8505C	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002046	thyroid gland	CL:0002257	epithelial cell of thyroid gland	NCIT:C3878	Thyroid gland undifferentiated (anaplastic) carcinoma
10438-106E6	ductal cell carcinoma cell line:KLM-1	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0001264	pancreas	CL:0000083	epithelial cell of pancreas	NCIT:C9120	Pancreatic ductal adenocarcinoma
10439-106E7	prostate cancer cell line:PC-3	cell lines	snapshot	Human (Homo sapiens)	male	62	year	adult	UBERON:0002367	prostate gland	CL:0002231	epithelial cell of prostate	NCIT:C4863	Prostate carcinoma
10441-106E9	synovial sarcoma cell line:HS-SY-II	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002018	synovial membrane of synovial joint	CL:0000214	synovial cell	NCIT:C6534	Monophasic synovial sarcoma
10442-106F1	schwannoma cell line:HS-PSS	cell lines	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0000010	peripheral nervous system	CL:0002573	Schwann cell	NCIT:C3798	Malignant peripheral nerve sheath tumor
10443-106F2	epithelioid sarcoma cell line:HS-ES-1	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002384	connective tissue	CL:0002320	connective tissue cell	NCIT:C3714	Epithelioid sarcoma
10444-106F3	glioblastoma cell line:A172	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0000955	brain	CL:0000243	glial cell (sensu Vertebrata)	NCIT:C3058	Glioblastoma
10448-106F7	endometrial stromal sarcoma cell line:OMC-9	cell lines	snapshot	Human (Homo sapiens)	female	55	year	adult	UBERON:0001295	endometrium	CL:0002255	stromal cell of endometrium	NCIT:C8973	Endometrioid stromal sarcoma
10449-106F8	cord blood derived cell line:COBL-a untreated	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0012168	umbilical cord blood	CL:0000081	blood cell	NA	NA
10450-106F9	embryonic kidney cell line: HEK293/SLAM untreated	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002113	kidney	NA	NA	NA	NA
10451-106G1	embryonic kidney cell line: HEK293/SLAM infection, 24hr	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002113	kidney	NA	NA	NA	NA
10452-106G2	cord blood derived cell line:COBL-a 24h infection(-C)	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0012168	umbilical cord blood	CL:0000081	blood cell	NA	NA
10453-106G3	cord blood derived cell line:COBL-a 24h infection	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0012168	umbilical cord blood	CL:0000081	blood cell	NA	NA
10454-106G4	chronic myelogenous leukemia cell line:K562	cell lines	snapshot	Human (Homo sapiens)	female	53	year	adult	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C3174	Chronic myelogenous leukemia, BCR-ABL1 positive
10455-106G5	acute lymphoblastic leukemia (B-ALL) cell line:BALL-1	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C9143	Adult B acute lymphoblastic leukemia
10457-106G7	squamous cell lung carcinoma cell line:LC-1F	cell lines	snapshot	Human (Homo sapiens)	male	69	year	adult	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
10463-106H4	squamous cell carcinoma cell line:EC-GI-10	cell lines	snapshot	Human (Homo sapiens)	male	65	year	adult	UBERON:0001043	esophagus	CL:0002252	epithelial cell of esophagus	NCIT:C4024	Esophageal squamous cell carcinoma
10464-106H5	acute lymphoblastic leukemia (T-ALL) cell line:Jurkat	cell lines	snapshot	Human (Homo sapiens)	male	14	year	adult	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C7953	Childhood T acute lymphoblastic leukemia
10465-106H6	melanoma cell line:G-361	cell lines	snapshot	Human (Homo sapiens)	male	31	year	adult	UBERON:0002097	skin of body	CL:1000458	melanocyte of skin	NCIT:C3224	Melanoma
10469-106I1	rectal cancer cell line:TT1TKB	cell lines	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0001052	rectum	CL:1001595	rectum glandular cell	NCIT:C9383	Rectal adenocarcinoma
10470-106I2	gall bladder carcinoma cell line:TGBC14TKB	cell lines	snapshot	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0002110	gall bladder	CL:1000415	epithelial cell of gall bladder	NCIT:C3844	Gallbladder carcinoma
10471-106I3	renal cell carcinoma cell line:TUHR10TKB	cell lines	snapshot	Human (Homo sapiens)	male	69	year	adult	UBERON:0002113	kidney	CL:0002518	kidney epithelial cell	NCIT:C9385	Renal cell carcinoma
10474-106I6	myeloma cell line:PCM6	cell lines	snapshot	Human (Homo sapiens)	female	60	year	adult	UBERON:0000178	blood	CL:0000786	plasma cell	NCIT:C3242	Plasma cell myeloma
10475-106I7	retinoblastoma cell line:Y79	cell lines	snapshot	Human (Homo sapiens)	female	2.5	year	child	UBERON:0005388	photoreceptor array	CL:0009004	retinal cell	NCIT:C7541	Retinoblastoma
10476-106I8	Burkitt's lymphoma cell line:RAJI	cell lines	snapshot	Human (Homo sapiens)	male	11	year	child	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C27694	Epstein-Barr virus-related Burkitt lymphoma
10477-106I9	rhabdomyosarcoma cell line:RMS-YM	cell lines	snapshot	Human (Homo sapiens)	male	2	year	child	UBERON:0001134	skeletal muscle tissue	CL:0000737	striated muscle cell	NCIT:C8971	Embryonal rhabdomyosarcoma
10482-107A5	breast carcinoma cell line:MCF7	cell lines	snapshot	Human (Homo sapiens)	female	69	year	adult	UBERON:0001911	mammary gland	CL:0002327	mammary gland epithelial cell	NCIT:C4194	Invasive ductal carcinoma, not otherwise specified
10483-107A6	signet ring carcinoma cell line:NUGC-4	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C5250	Signet ring cell gastric adenocarcinoma
10484-107A7	hepatoma cell line:Li-7	cell lines	snapshot	Human (Homo sapiens)	male	45	year	adult	UBERON:0002107	liver	CL:0000182	hepatocyte	NCIT:C3099	Hepatocellular carcinoma
10485-107A8	glioblastoma cell line:T98G	cell lines	snapshot	Human (Homo sapiens)	male	61	year	adult	UBERON:0000955	brain	CL:0000243	glial cell (sensu Vertebrata)	NCIT:C3058	Glioblastoma
10486-107A9	squamous cell lung carcinoma cell line:EBC-1	cell lines	snapshot	Human (Homo sapiens)	male	69	year	adult	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
10487-107B1	giant cell carcinoma cell line:LU65	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4452	Lung giant cell carcinoma
10488-107B2	ductal cell carcinoma cell line:MIA Paca2	cell lines	snapshot	Human (Homo sapiens)	male	65	year	adult	UBERON:0001264	pancreas	CL:0000083	epithelial cell of pancreas	NCIT:C9120	Pancreatic ductal adenocarcinoma
10490-107B4	prostate cancer cell line:DU145	cell lines	snapshot	Human (Homo sapiens)	male	69	year	adult	UBERON:0002367	prostate gland	CL:0002231	epithelial cell of prostate	NCIT:C4863	Prostate carcinoma
10492-107B6	transitional-cell carcinoma cell line:JMSU1	cell lines	snapshot	Human (Homo sapiens)	male	75	year	adult	UBERON:0001255	urinary bladder	CL:1001428	bladder urothelial cell	NCIT:C4912	Bladder carcinoma
10493-107B7	mesothelioma cell line:ACC-MESO-1	cell lines	snapshot	Human (Homo sapiens)	female	61	year	adult	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
10494-107B8	mesothelioma cell line:ACC-MESO-4	cell lines	snapshot	Human (Homo sapiens)	male	59	year	adult	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
10495-107B9	epithelioid sarcoma cell line:HS-ES-2R	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002384	connective tissue	CL:0002320	connective tissue cell	NCIT:C3714	Epithelioid sarcoma
10496-107C1	bile duct carcinoma cell line:TFK-1	cell lines	snapshot	Human (Homo sapiens)	male	63	year	adult	UBERON:0002394	bile duct	CL:0000066	epithelial cell	NCIT:C4436	Cholangiocarcinoma
10497-107C2	endometrial carcinoma cell line:OMC-2	cell lines	snapshot	Human (Homo sapiens)	female	59	year	adult	UBERON:0001295	endometrium	CL:0002656	glandular cell of endometrium	NCIT:C7359	Endometrial adenocarcinoma
10499-107C4	lung adenocarcinoma cell line:A549	cell lines	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3512	Lung adenocarcinoma
10501-107C6	squamous cell lung carcinoma cell line:RERF-LC-AI	cell lines	snapshot	Human (Homo sapiens)	male	NA	NA	NA	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
10508-107D4	neuroblastoma cell line:CHP-134	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002369	adrenal gland	CL:0000031	neuroblast	NCIT:C3270	Neuroblastoma
10509-107D5	large cell lung carcinoma cell line:IA-LM	cell lines	snapshot	Human (Homo sapiens)	male	68	year	adult	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4450	Large cell lung carcinoma
10510-107D6	osteosarcoma cell line:143B/TK^(-)neo^(R)	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
10513-107D9	colon carcinoma cell line:CACO-2	cell lines	snapshot	Human (Homo sapiens)	male	72	year	adult	UBERON:0000059	large intestine	CL:0002253	epithelial cell of large intestine	NCIT:C4349	Colon adenocarcinoma
10514-107E1	melanoma cell line:COLO 679	cell lines	snapshot	Human (Homo sapiens)	female	47	year	adult	UBERON:0002097	skin of body	CL:1000458	melanocyte of skin	NCIT:C3510	Cutaneous melanoma
10534-107G3	acute lymphoblastic leukemia (B-ALL) cell line:NALM-6	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C9143	Adult B acute lymphoblastic leukemia
10536-107G5	cholangiocellular carcinoma cell line:HuH-28	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002107	liver	CL:0000182	hepatocyte	NCIT:C35417	Intrahepatic cholangiocarcinoma
10539-107G8	neuroblastoma cell line:NB-1	cell lines	snapshot	Human (Homo sapiens)	male	2	year	child	UBERON:0002369	adrenal gland	CL:0000031	neuroblast	NCIT:C3270	Neuroblastoma
10541-107H1	small cell lung carcinoma cell line:LK-2	cell lines	snapshot	Human (Homo sapiens)	male	74	year	adult	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
10544-107H4	oral squamous cell carcinoma cell line:SAS	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0001723	tongue	CL:0000076	squamous epithelial cell	NCIT:C4648	Tongue squamous cell carcinoma
10545-107H5	oral squamous cell carcinoma cell line:HSC-3	cell lines	snapshot	Human (Homo sapiens)	male	64	year	adult	UBERON:0001723	tongue	CL:0000076	squamous epithelial cell	NCIT:C4648	Tongue squamous cell carcinoma
10549-107H9	gastric cancer cell line:AZ521	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002114	duodenum	CL:1001589	duodenum glandular cell	NCIT:C7889	Duodenal adenocarcinoma
10550-107I1	oral squamous cell carcinoma cell line:HO-1-u-1	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0002424	oral epithelium	CL:1001576	oral mucosa squamous cell	NCIT:C4041	Floor of mouth squamous cell carcinoma
10552-107I3	cervical cancer cell line:D98-AH2	cell lines	snapshot	Human (Homo sapiens)	female	NA	NA	NA	UBERON:0000002	uterine cervix	CL:0002535	epithelial cell of cervix	NCIT:C27677	Human papillomavirus-related endocervical adenocarcinoma
10553-107I4	cervical cancer cell line:ME-180	cell lines	snapshot	Human (Homo sapiens)	female	66	year	adult	UBERON:0000002	uterine cervix	CL:1001575	uterine cervix squamous cell	NCIT:C27676	Human papillomavirus-related cervical squamous cell carcinoma
10555-107I6	neuroblastoma cell line:NH-12	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0000955	brain	CL:0000031	neuroblast	NCIT:C3270	Neuroblastoma
10558-107I9	osteosarcoma cell line:HS-Os-1	cell lines	snapshot	Human (Homo sapiens)	female	11	year	child	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
10560-108A2	gastric cancer cell line:GSS	cell lines	snapshot	Human (Homo sapiens)	male	75	year	adult	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C4911	Gastric carcinoma
10562-108A4	small cell lung carcinoma cell line:WA-hT	cell lines	snapshot	Human (Homo sapiens)	male	56	year	adult	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4917	Small cell lung carcinoma
10563-108A5	xeroderma pigentosum b cell line:XPL 17	cell lines	snapshot	Human (Homo sapiens)	NA	NA	NA	NA	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C3965	Xeroderma pigmentosum, complementation group A
