RefEx Sample ID	Description	Number of samples	Sample type category	Experiment category	UBERON ID	UBERON label	CL ID	CL label	NCIT ID	NCIT label
RES00002336	mesenchymal stem cells (adipose derived), adipogenic induction, day14	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0000136	fat cell	NA	NA
RES00002337	mesenchymal stem cells (adipose derived), undifferentiated control	3	stem cells	time courses	UBERON:0001013	adipose tissue	CL:0002570	mesenchymal stem cell of adipose	NA	NA
RES00002338	mesodermal tumor cell line:HIRS-BM	1	cell lines	snapshot	UBERON:0000995	uterus	NA	NA	NCIT:C42700	Uterine carcinosarcoma
RES00002339	mesothelioma cell line:ACC-MESO-1	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
RES00002340	mesothelioma cell line:ACC-MESO-4	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
RES00002341	mesothelioma cell line:Mero-14	2	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
RES00002342	mesothelioma cell line:Mero-25	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45665	Pleural biphasic mesothelioma
RES00002343	mesothelioma cell line:Mero-41	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
RES00002344	mesothelioma cell line:Mero-48a	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45665	Pleural biphasic mesothelioma
RES00002345	mesothelioma cell line:Mero-82	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
RES00002346	mesothelioma cell line:Mero-83	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45665	Pleural biphasic mesothelioma
RES00002347	mesothelioma cell line:Mero-84	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45665	Pleural biphasic mesothelioma
RES00002348	mesothelioma cell line:Mero-95	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
RES00002349	mesothelioma cell line:NCI-H2052	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45663	Pleural sarcomatoid mesothelioma
RES00002350	mesothelioma cell line:NCI-H226	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
RES00002351	mesothelioma cell line:NCI-H2452	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45665	Pleural biphasic mesothelioma
RES00002352	mesothelioma cell line:NCI-H28	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45663	Pleural sarcomatoid mesothelioma
RES00002353	mesothelioma cell line:No36	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C7376	Pleural malignant mesothelioma
RES00002354	mesothelioma cell line:ONE58	1	cell lines	snapshot	UBERON:0000977	pleura	CL:1000491	mesothelial cell of pleura	NCIT:C45662	Pleural epithelioid mesothelioma
RES00002355	migratory langerhans cells	3	primary cells	snapshot	UBERON:0001003	skin epidermis	CL:0000453	Langerhans cell	NA	NA
RES00002356	mixed mullerian tumor cell line:HTMMT	1	cell lines	snapshot	UBERON:0001295	endometrium	NA	NA	NCIT:C42700	Uterine carcinosarcoma
RES00002357	mucinous adenocarcinoma cell line:JHOM-1	1	cell lines	snapshot	UBERON:0000992	ovary	CL:2000064	ovarian surface epithelial cell	NCIT:C5243	Ovarian mucinous adenocarcinoma
RES00002358	mucinous cystadenocarcinoma cell line:MCAS	1	cell lines	snapshot	UBERON:0000992	ovary	CL:2000064	ovarian surface epithelial cell	NCIT:C4026	Ovarian mucinous cystadenocarcinoma
RES00002359	mycosis fungoides, T cell lymphoma cell line:HuT 102 TIB-162	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000084	T cell	NCIT:C9265	Mycosis fungoides and Sezary syndrome
RES00002360	myelodysplastic syndrome cell line:SKM-1	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000766	myeloid leukocyte	NCIT:C9154	Adult acute myeloid leukemia
RES00002361	myeloma cell line:PCM6	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000786	plasma cell	NCIT:C3242	Plasma cell myeloma
RES00002362	myxofibrosarcoma cell line:MFH-ino	1	cell lines	snapshot	UBERON:0002384	connective tissue	NA	NA	NCIT:C4247	Undifferentiated pleomorphic sarcoma
RES00002363	myxofibrosarcoma cell line:NMFH-1	1	cell lines	snapshot	UBERON:0002384	connective tissue	CL:0000057	fibroblast	NCIT:C6496	Myxofibrosarcoma
RES00002364	nasal epithelial cells	3	primary cells	snapshot	UBERON:0001707	nasal cavity	CL:0002167	olfactory epithelial cell	NA	NA
RES00002365	neuroblastoma cell line:CHP-134	1	cell lines	snapshot	UBERON:0002369	adrenal gland	CL:0000031	neuroblast	NCIT:C3270	Neuroblastoma
RES00002366	neuroblastoma cell line:NB-1	1	cell lines	snapshot	UBERON:0002369	adrenal gland	CL:0000031	neuroblast	NCIT:C3270	Neuroblastoma
RES00002367	neuroblastoma cell line:NBsusSR	1	cell lines	snapshot	UBERON:0002355	pelvis	CL:0000031	neuroblast	NCIT:C3270	Neuroblastoma
RES00002368	neuroblastoma cell line:NH-12	1	cell lines	snapshot	UBERON:0000955	brain	CL:0000031	neuroblast	NCIT:C3270	Neuroblastoma
RES00002369	neuroectodermal tumor cell line:FU-RPNT-1	1	cell lines	snapshot	UBERON:0002113	kidney	CL:0000133	neurectodermal cell	NCIT:C3716	Primitive neuroectodermal tumor
RES00002370	neuroectodermal tumor cell line:FU-RPNT-2	1	cell lines	snapshot	UBERON:0002113	kidney	CL:0000133	neurectodermal cell	NCIT:C3716	Primitive neuroectodermal tumor
RES00002371	neuroectodermal tumor cell line:TASK1	1	cell lines	snapshot	UBERON:0016403	thoracic wall	CL:0011012	neural crest cell	NCIT:C7542	Askin tumor
RES00002372	neuroepithelioma cell line:SK-N-MC	1	cell lines	snapshot	UBERON:0000955	brain	CL:0011012	neural crest cell	NCIT:C7542	Askin tumor
RES00002373	neurofibroma cell line:Hs 53.T	1	cell lines	snapshot	UBERON:0000010	peripheral nervous system	CL:0002573	Schwann cell	NCIT:C3272	Neurofibroma
RES00002374	neutrophil PMN	3	primary cells	snapshot	UBERON:0002371	bone marrow	CL:0000775	neutrophil	NA	NA
RES00002375	non T non B acute lymphoblastic leukemia (ALL) cell line:P30/OHK	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C9140	Childhood B acute lymphoblastic leukemia
RES00002376	non-small cell lung cancer cell line:NCI-H1385	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
RES00002377	normal embryonic palatal mesenchymal cell line:HEPM	1	cell lines	snapshot	UBERON:0005705	primary palate mesenchyme	CL:0002321	embryonic cell	NA	NA
RES00002378	normal intestinal epithelial cell line:FHs 74 Int	1	cell lines	snapshot	UBERON:0002108	small intestine	CL:0002254	epithelial cell of small intestine	NA	NA
RES00002379	nucleus accumbens, adult	1	tissues	snapshot	UBERON:0001882	nucleus accumbens	NA	NA	NA	NA
RES00002380	occipital cortex, adult	2	tissues	snapshot	UBERON:0016540	occipital cortex	NA	NA	NA	NA
RES00002381	occipital cortex, newborn	1	tissues	snapshot	UBERON:0016540	occipital cortex	NA	NA	NA	NA
RES00002382	occipital lobe, adult	1	tissues	snapshot	UBERON:0002021	occipital lobe	NA	NA	NA	NA
RES00002383	occipital lobe, fetal	1	tissues	snapshot	UBERON:0002021	occipital lobe	NA	NA	NA	NA
RES00002384	occipital pole, adult	1	tissues	snapshot	UBERON:0002902	occipital pole	NA	NA	NA	NA
RES00002385	olfactory region	1	tissues	snapshot	UBERON:0003112	olfactory region	NA	NA	NA	NA
RES00002386	optic nerve	1	tissues	snapshot	UBERON:0000941	cranial nerve II	NA	NA	NA	NA
RES00002387	oral squamous cell carcinoma cell line:Ca9-22	1	cell lines	snapshot	UBERON:0002424	oral epithelium	CL:1001576	oral mucosa squamous cell	NCIT:C129857	Gingival squamous cell carcinoma
RES00002388	oral squamous cell carcinoma cell line:HO-1-u-1	1	cell lines	snapshot	UBERON:0002424	oral epithelium	CL:1001576	oral mucosa squamous cell	NCIT:C4041	Floor of mouth squamous cell carcinoma
RES00002389	oral squamous cell carcinoma cell line:HSC-3	1	cell lines	snapshot	UBERON:0001723	tongue	CL:0000076	squamous epithelial cell	NCIT:C4648	Tongue squamous cell carcinoma
RES00002390	oral squamous cell carcinoma cell line:SAS	1	cell lines	snapshot	UBERON:0001723	tongue	CL:0000076	squamous epithelial cell	NCIT:C4648	Tongue squamous cell carcinoma
RES00002391	osteoclastoma cell line:Hs 706.T	1	cell lines	snapshot	UBERON:0001474	bone element	CL:0000092	osteoclast	NCIT:C4304	Malignant giant cell tumor of bone
RES00002392	osteosarcoma cell line:143B/TK^(-)neo^(R)	1	cell lines	snapshot	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002393	osteosarcoma cell line:HS-Os-1	1	cell lines	snapshot	UBERON:0008883	osteoid	CL:0000062	osteoblast	NCIT:C9145	Osteosarcoma
RES00002394	ovary, adult	1	tissues	snapshot	UBERON:0000992	ovary	NA	NA	NA	NA
RES00002395	pagetoid sarcoma cell line:Hs 925.T	1	cell lines	snapshot	UBERON:0002097	skin of body	NA	NA	NCIT:C7073	Paget disease
RES00002396	pancreas, adult	1	tissues	snapshot	UBERON:0001264	pancreas	NA	NA	NA	NA
RES00002397	pancreatic carcinoma cell line:NOR-P1	1	cell lines	snapshot	UBERON:0001264	pancreas	CL:0000083	epithelial cell of pancreas	NCIT:C8294	Pancreatic adenocarcinoma
RES00002398	papillary adenocarcinoma cell line:8505C	1	cell lines	snapshot	UBERON:0002046	thyroid gland	CL:0002257	epithelial cell of thyroid gland	NCIT:C3878	Thyroid gland undifferentiated (anaplastic) carcinoma
RES00002399	papillotubular adenocarcinoma cell line:TGBC18TKB	1	cell lines	snapshot	UBERON:0002114	duodenum	CL:1001589	duodenum glandular cell	NCIT:C6650	Ampulla of Vater adenocarcinoma
RES00002400	paracentral gyrus, adult	1	tissues	snapshot	UBERON:0007190	paracentral gyrus	NA	NA	NA	NA
RES00002401	parietal cortex, adult	1	tissues	snapshot	UBERON:0016530	parietal cortex	NA	NA	NA	NA
RES00002402	parietal lobe, adult	3	tissues	snapshot	UBERON:0001872	parietal lobe	NA	NA	NA	NA
RES00002403	parietal lobe, fetal	1	tissues	snapshot	UBERON:0001872	parietal lobe	NA	NA	NA	NA
RES00002404	parietal lobe, newborn	1	tissues	snapshot	UBERON:0001872	parietal lobe	NA	NA	NA	NA
RES00002405	parotid gland	1	tissues	snapshot	UBERON:0001831	parotid gland	NA	NA	NA	NA
RES00002406	penis	1	tissues	snapshot	UBERON:0000989	penis	NA	NA	NA	NA
RES00002407	peripheral neuroectodermal tumor cell line:KU-SN	1	cell lines	snapshot	UBERON:0000010	peripheral nervous system	CL:0011012	neural crest cell	NCIT:C8776	Peripheral primitive neuroectodermal tumor of bone
RES00002408	pharyngeal carcinoma cell line:Detroit 562	1	cell lines	snapshot	UBERON:0006562	pharynx	CL:0000076	squamous epithelial cell	NCIT:C102872	Pharyngeal squamous cell carcinoma
RES00002409	pineal gland, adult	3	tissues	snapshot	UBERON:0001905	pineal body	NA	NA	NA	NA
RES00002410	pituitary gland, adult	3	tissues	snapshot	UBERON:0000007	pituitary gland	NA	NA	NA	NA
RES00002411	placenta, adult	1	tissues	snapshot	UBERON:0001987	placenta	NA	NA	NA	NA
RES00002412	plasma cell leukemia cell line:ARH-77	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NA	NA
RES00002413	pleomorphic hepatocellular carcinoma cell line:SNU-387	1	cell lines	snapshot	UBERON:0002107	liver	CL:0000182	hepatocyte	NCIT:C3099	Hepatocellular carcinoma
RES00002414	pons, adult	1	tissues	snapshot	UBERON:0000988	pons	NA	NA	NA	NA
RES00002415	postcentral gyrus, adult	1	tissues	snapshot	UBERON:0002581	postcentral gyrus	NA	NA	NA	NA
RES00002416	promyelocytes/myelocytes PMC	3	primary cells	snapshot	UBERON:0002371	bone marrow	CL:0000836	promyelocyte	NA	NA
RES00002417	prostate cancer cell line:DU145	1	cell lines	snapshot	UBERON:0002367	prostate gland	CL:0002231	epithelial cell of prostate	NCIT:C4863	Prostate carcinoma
RES00002418	prostate cancer cell line:PC-3	1	cell lines	snapshot	UBERON:0002367	prostate gland	CL:0002231	epithelial cell of prostate	NCIT:C4863	Prostate carcinoma
RES00002419	prostate, adult	1	tissues	snapshot	UBERON:0002367	prostate gland	NA	NA	NA	NA
RES00002420	putamen, adult	4	tissues	snapshot	UBERON:0001874	putamen	NA	NA	NA	NA
RES00002421	putamen, newborn	1	tissues	snapshot	UBERON:0001874	putamen	NA	NA	NA	NA
RES00002422	rectal cancer cell line:TT1TKB	1	cell lines	snapshot	UBERON:0001052	rectum	CL:1001595	rectum glandular cell	NCIT:C9383	Rectal adenocarcinoma
RES00002423	rectum, fetal	1	tissues	snapshot	UBERON:0001052	rectum	NA	NA	NA	NA
RES00002424	renal cell carcinoma cell line:OS-RC-2	1	cell lines	snapshot	UBERON:0002113	kidney	CL:0002518	kidney epithelial cell	NCIT:C9385	Renal cell carcinoma
RES00002425	renal cell carcinoma cell line:TUHR10TKB	1	cell lines	snapshot	UBERON:0002113	kidney	CL:0002518	kidney epithelial cell	NCIT:C9385	Renal cell carcinoma
RES00002426	retina, adult	1	tissues	snapshot	UBERON:0000966	retina	NA	NA	NA	NA
RES00002427	retinoblastoma cell line:Y79	1	cell lines	snapshot	UBERON:0005388	photoreceptor array	CL:0009004	retinal cell	NCIT:C7541	Retinoblastoma
RES00002428	rhabdomyosarcoma cell line:KYM-1	1	cell lines	snapshot	UBERON:0000974	neck	CL:0000737	striated muscle cell	NCIT:C3749	Alveolar rhabdomyosarcoma
RES00002429	rhabdomyosarcoma cell line:RMS-YM	1	cell lines	snapshot	UBERON:0001134	skeletal muscle tissue	CL:0000737	striated muscle cell	NCIT:C8971	Embryonal rhabdomyosarcoma
RES00002430	sacrococcigeal teratoma cell line:HTST	1	cell lines	snapshot	NA	NA	CL:0000670	primordial germ cell	NCIT:C99055	Sacrococcygeal teratoma
RES00002431	salivary acinar cells	3	primary cells	snapshot	UBERON:0001044	saliva-secreting gland	CL:0002623	acinar cell of salivary gland	NA	NA
RES00002432	salivary gland, adult	1	tissues	snapshot	UBERON:0001044	saliva-secreting gland	NA	NA	NA	NA
RES00002433	schwannoma cell line:HS-PSS	2	cell lines	snapshot	UBERON:0000010	peripheral nervous system	CL:0002573	Schwann cell	NCIT:C3798	Malignant peripheral nerve sheath tumor
RES00002434	seminal vesicle	1	tissues	snapshot	UBERON:0000998	seminal vesicle	NA	NA	NA	NA
RES00002435	serous adenocarcinoma cell line:JHOS-2	1	cell lines	snapshot	UBERON:0000992	ovary	CL:2000064	ovarian surface epithelial cell	NCIT:C105555	High grade ovarian serous adenocarcinoma
RES00002436	serous adenocarcinoma cell line:SK-OV-3-R after co-culture with SOC-57-02-G	1	cell lines	snapshot	UBERON:0000992	ovary	CL:2000064	ovarian surface epithelial cell	NCIT:C7978	Ovarian serous cystadenocarcinoma
RES00002437	serous adenocarcinoma cell line:SK-OV-3-R	1	cell lines	snapshot	UBERON:0000992	ovary	CL:2000064	ovarian surface epithelial cell	NCIT:C7978	Ovarian serous cystadenocarcinoma
RES00002438	serous cystadenocarcinoma cell line:HTOA	1	cell lines	snapshot	UBERON:0000992	ovary	CL:2000064	ovarian surface epithelial cell	NCIT:C7978	Ovarian serous cystadenocarcinoma
RES00002439	signet ring carcinoma cell line:Kato III	1	cell lines	snapshot	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C5250	Signet ring cell gastric adenocarcinoma
RES00002440	signet ring carcinoma cell line:NUGC-4	1	cell lines	snapshot	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C5250	Signet ring cell gastric adenocarcinoma
RES00002441	skeletal muscle - soleus muscle	1	tissues	snapshot	UBERON:0001389	soleus muscle	NA	NA	NA	NA
RES00002442	skeletal muscle, adult	1	tissues	snapshot	UBERON:0001134	skeletal muscle tissue	NA	NA	NA	NA
RES00002443	skeletal muscle, fetal	1	tissues	snapshot	UBERON:0001134	skeletal muscle tissue	NA	NA	NA	NA
RES00002444	skin, adult	1	tissues	snapshot	UBERON:0002097	skin of body	NA	NA	NA	NA
RES00002445	skin, fetal	1	tissues	snapshot	UBERON:0002097	skin of body	NA	NA	NA	NA
RES00002446	small cell cervical cancer cell line:HCSC-1	1	cell lines	snapshot	UBERON:0000002	uterine cervix	CL:0002535	epithelial cell of cervix	NCIT:C27677	Human papillomavirus-related endocervical adenocarcinoma
RES00002447	small cell gastrointestinal carcinoma cell line:ECC10	1	cell lines	snapshot	UBERON:0000945	stomach	CL:0002178	epithelial cell of stomach	NCIT:C6764	Gastric small cell neuroendocrine carcinoma
RES00002448	small cell lung carcinoma cell line:DMS 144	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4917	Small cell lung carcinoma
RES00002449	small cell lung carcinoma cell line:LK-2	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
RES00002450	small cell lung carcinoma cell line:NCI-H82	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4917	Small cell lung carcinoma
RES00002451	small cell lung carcinoma cell line:WA-hT	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C4917	Small cell lung carcinoma
RES00002452	small intestine, adult	1	tissues	snapshot	UBERON:0002108	small intestine	NA	NA	NA	NA
RES00002453	small intestine, fetal	1	tissues	snapshot	UBERON:0002108	small intestine	NA	NA	NA	NA
RES00002454	small-cell gastrointestinal carcinoma cell line:ECC4	1	cell lines	snapshot	UBERON:0001052	rectum	CL:1001595	rectum glandular cell	NCIT:C9383	Rectal adenocarcinoma
RES00002455	smooth muscle, adult	1	tissues	snapshot	UBERON:0001135	smooth muscle tissue	NA	NA	NA	NA
RES00002456	somatostatinoma cell line:QGP-1	1	cell lines	snapshot	UBERON:0000006	islet of Langerhans	CL:0000173	pancreatic D cell	NCIT:C95595	Pancreatic somatostatinoma
RES00002457	spinal cord, adult	3	tissues	snapshot	UBERON:0002240	spinal cord	NA	NA	NA	NA
RES00002458	spinal cord, fetal	1	tissues	snapshot	UBERON:0002240	spinal cord	NA	NA	NA	NA
RES00002459	spinal cord, newborn	1	tissues	snapshot	UBERON:0002240	spinal cord	NA	NA	NA	NA
RES00002460	spindle cell sarcoma cell line:Hs 132.T	1	cell lines	snapshot	UBERON:0002384	connective tissue	NA	NA	NCIT:C27005	Spindle cell sarcoma
RES00002461	spleen, adult	1	tissues	snapshot	UBERON:0002106	spleen	NA	NA	NA	NA
RES00002462	spleen, fetal	1	tissues	snapshot	UBERON:0002106	spleen	NA	NA	NA	NA
RES00002463	splenic lymphoma with villous lymphocytes cell line:SLVL	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C35425	Splenic lymphoma with circulating villous lymphocytes
RES00002464	squamous cell carcinoma cell line:EC-GI-10	1	cell lines	snapshot	UBERON:0001043	esophagus	CL:0002252	epithelial cell of esophagus	NCIT:C4024	Esophageal squamous cell carcinoma
RES00002465	squamous cell carcinoma cell line:JHUS-nk1	1	cell lines	snapshot	UBERON:0000002	uterine cervix	CL:1001575	uterine cervix squamous cell	NCIT:C4028	Cervical squamous cell carcinoma
RES00002466	squamous cell carcinoma cell line:T3M-5	1	cell lines	snapshot	UBERON:0002046	thyroid gland	CL:0002257	epithelial cell of thyroid gland	NCIT:C46008	Thyroid gland squamous cell carcinoma
RES00002467	squamous cell lung carcinoma cell line:EBC-1	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
RES00002468	squamous cell lung carcinoma cell line:LC-1F	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
RES00002469	squamous cell lung carcinoma cell line:RERF-LC-AI	1	cell lines	snapshot	UBERON:0002048	lung	CL:0000082	epithelial cell of lung	NCIT:C3493	Squamous cell lung carcinoma
RES00002470	stomach, fetal	1	tissues	snapshot	UBERON:0000945	stomach	NA	NA	NA	NA
RES00002471	submaxillary gland	1	tissues	snapshot	UBERON:0001736	submandibular gland	NA	NA	NA	NA
RES00002472	substantia nigra, adult	3	tissues	snapshot	UBERON:0002038	substantia nigra	NA	NA	NA	NA
RES00002473	substantia nigra, newborn	1	tissues	snapshot	UBERON:0002038	substantia nigra	NA	NA	NA	NA
RES00002474	synovial sarcoma cell line:HS-SY-II	1	cell lines	snapshot	UBERON:0002018	synovial membrane of synovial joint	CL:0000214	synovial cell	NCIT:C6534	Monophasic synovial sarcoma
RES00002475	temporal lobe, adult	1	tissues	snapshot	UBERON:0001871	temporal lobe	NA	NA	NA	NA
RES00002476	temporal lobe, fetal	2	tissues	snapshot	UBERON:0001871	temporal lobe	NA	NA	NA	NA
RES00002477	tenocyte	3	primary cells	snapshot	UBERON:0000043	tendon	CL:0000388	tendon cell	NA	NA
RES00002478	teratocarcinoma cell line:NCC-IT-A3	1	cell lines	snapshot	UBERON:0003728	mediastinum	CL:0000066	epithelial cell	NCIT:C6341	Testicular embryonal carcinoma
RES00002479	teratocarcinoma cell line:NCR-G1	1	cell lines	snapshot	NA	NA	CL:0000670	primordial germ cell	NCIT:C8000	Testicular yolk sac tumor
RES00002480	teratocarcinoma cell line:PA-1	1	cell lines	snapshot	NA	NA	CL:0000670	primordial germ cell	NCIT:C8814	Ovarian mixed germ cell tumor
RES00002481	testicular germ cell embryonal carcinoma cell line:ITO-II	1	cell lines	snapshot	UBERON:0000473	testis	CL:0000066	epithelial cell	NCIT:C6341	Testicular embryonal carcinoma
RES00002482	testicular germ cell embryonal carcinoma cell line:NEC14	1	cell lines	snapshot	UBERON:0000473	testis	CL:0000066	epithelial cell	NCIT:C6341	Testicular embryonal carcinoma
RES00002483	testicular germ cell embryonal carcinoma cell line:NEC15	1	cell lines	snapshot	UBERON:0000473	testis	CL:0000066	epithelial cell	NCIT:C6341	Testicular embryonal carcinoma
RES00002484	testicular germ cell embryonal carcinoma cell line:NEC8	1	cell lines	snapshot	UBERON:0000473	testis	CL:0000066	epithelial cell	NCIT:C6341	Testicular embryonal carcinoma
RES00002485	testis, adult	2	tissues	snapshot	UBERON:0000473	testis	NA	NA	NA	NA
RES00002486	thalamus, adult	4	tissues	snapshot	UBERON:0001897	dorsal plus ventral thalamus	NA	NA	NA	NA
RES00002487	thalamus, newborn	1	tissues	snapshot	UBERON:0001897	dorsal plus ventral thalamus	NA	NA	NA	NA
RES00002488	throat	1	tissues	snapshot	UBERON:0000341	throat	NA	NA	NA	NA
RES00002489	throat, fetal	1	tissues	snapshot	UBERON:0000341	throat	NA	NA	NA	NA
RES00002490	thymic carcinoma cell line:Ty-82	1	cell lines	snapshot	UBERON:0002370	thymus	CL:0002293	epithelial cell of thymus	NCIT:C45716	NUT carcinoma
RES00002491	thymus, adult	1	tissues	snapshot	UBERON:0002370	thymus	NA	NA	NA	NA
RES00002492	thymus, fetal	1	tissues	snapshot	UBERON:0002370	thymus	NA	NA	NA	NA
RES00002493	thyroid carcinoma cell line:KHM-5M	1	cell lines	snapshot	UBERON:0002046	thyroid gland	CL:0002257	epithelial cell of thyroid gland	NCIT:C3878	Thyroid gland undifferentiated (anaplastic) carcinoma
RES00002494	thyroid carcinoma cell line:TCO-1	1	cell lines	snapshot	UBERON:0002046	thyroid gland	CL:0002257	epithelial cell of thyroid gland	NCIT:C3878	Thyroid gland undifferentiated (anaplastic) carcinoma
RES00002495	thyroid, adult	1	tissues	snapshot	UBERON:0002046	thyroid gland	NA	NA	NA	NA
RES00002496	thyroid, fetal	1	tissues	snapshot	UBERON:0002046	thyroid gland	NA	NA	NA	NA
RES00002497	tongue epidermis (fungiform papillae)	1	tissues	snapshot	UBERON:0002448	fungiform papillae	NA	NA	NA	NA
RES00002498	tongue	1	tissues	snapshot	UBERON:0001723	tongue	NA	NA	NA	NA
RES00002499	tongue, fetal	1	tissues	snapshot	UBERON:0001723	tongue	NA	NA	NA	NA
RES00002500	tonsil, adult	1	tissues	snapshot	UBERON:0002372	tonsil	NA	NA	NA	NA
RES00002501	trachea, adult	1	tissues	snapshot	UBERON:0003126	trachea	NA	NA	NA	NA
RES00002502	trachea, fetal	1	tissues	snapshot	UBERON:0003126	trachea	NA	NA	NA	NA
RES00002503	transitional cell carcinoma cell line:Hs 769.T	1	cell lines	snapshot	UBERON:0000057	urethra	CL:1001430	urethra urothelial cell	NCIT:C6166	Urethral urothelial carcinoma
RES00002504	transitional-cell carcinoma cell line:5637	1	cell lines	snapshot	UBERON:0001255	urinary bladder	CL:1001428	bladder urothelial cell	NCIT:C4912	Bladder carcinoma
RES00002505	transitional-cell carcinoma cell line:JMSU1	1	cell lines	snapshot	UBERON:0001255	urinary bladder	CL:1001428	bladder urothelial cell	NCIT:C4912	Bladder carcinoma
RES00002506	tridermal teratoma cell line:HGRT	1	cell lines	snapshot	NA	NA	CL:0000670	primordial germ cell	NCIT:C5260	Mature gastric teratoma
RES00002507	tubular adenocarcinoma cell line:SUIT-2	1	cell lines	snapshot	UBERON:0001264	pancreas	CL:0000083	epithelial cell of pancreas	NCIT:C9120	Pancreatic ductal adenocarcinoma
RES00002508	umbilical cord, fetal	1	tissues	snapshot	UBERON:0002331	umbilical cord	NA	NA	NA	NA
RES00002509	uterus, adult	1	tissues	snapshot	UBERON:0000995	uterus	NA	NA	NA	NA
RES00002510	uterus, fetal	1	tissues	snapshot	UBERON:0005795	embryonic uterus	NA	NA	NA	NA
RES00002511	vagina	1	tissues	snapshot	UBERON:0000996	vagina	NA	NA	NA	NA
RES00002512	vein	1	tissues	snapshot	UBERON:0001638	vein	NA	NA	NA	NA
RES00002513	xeroderma pigentosum b cell line:XPL 17	1	cell lines	snapshot	UBERON:0000178	blood	CL:0000236	B cell	NCIT:C3965	Xeroderma pigmentosum, complementation group A
